iter,rel_res
0,1.0
1,0.0007256595592602902
2,0.0007256595592636378
3,0.0007256595592675502
4,0.0007256595592720274
5,0.0007256595592770695
6,0.0007256595592826764
7,0.0007256595592888482
8,0.0007256595592955849
9,0.0007256595593028865
10,0.0007256595593107528
11,0.0007256595593191841
12,0.0007256595593281802
13,0.0007256595593377412
14,0.000725659559347867
15,0.0007256595593585578
16,0.0007256595593698133
17,0.0007256595593816336
18,0.0007256595593940189
19,0.000725659559406969
20,0.000725659559420484
21,0.0007256595594345639
22,0.0007256595594492086
23,0.0007256595594644182
24,0.0007256595594801927
25,0.0007256595594965319
26,0.000725659559513436
27,0.000725659559530905
28,0.0007256595595489389
29,0.0007256595595675376
30,0.0007256595595867012
31,0.0007256595596064298
32,0.000725659559626723
33,0.0007256595596475811
34,0.0007256595596690042
35,0.000725659559690992
36,0.0007256595597135447
37,0.0007256595597366624
38,0.0007256595597603449
39,0.0007256595597845923
40,0.0007256595598094045
41,0.0007256595598347815
42,0.0007256595598607235
43,0.0007256595598872301
44,0.0007256595599143018
45,0.0007256595599419383
46,0.0007256595599701397
47,0.0007256595599989059
48,0.0007256595600282369
49,0.0007256595600581328
50,0.0007256595600885936
51,0.0007256595601196193
52,0.0007256595601512097
53,0.0007256595601833651
54,0.0007256595602160854
55,0.0007256595602493705
56,0.0007256595602832205
57,0.0007256595603176352
58,0.0007256595603526149
59,0.0007256595603881594
60,0.0007256595604242688
61,0.0007256595604609431
62,0.0007256595604981822
63,0.0007256595605359861
64,0.000725659560574355
65,0.0007256595606132886
66,0.0007256595606527872
67,0.0007256595606928506
68,0.0007256595607334789
69,0.000725659560774672
70,0.00072565956081643
71,0.0007256595608587528
72,0.0007256595609016406
73,0.000725659560945093
74,0.0007256595609891106
75,0.0007256595610336928
76,0.00072565956107884
77,0.0007256595611245519
78,0.0007256595611708289
79,0.0007256595612176706
80,0.0007256595612650772
81,0.0007256595613130487
82,0.000725659561361585
83,0.0007256595614106861
84,0.0007256595614603521
85,0.000725659561510583
86,0.0007256595615613787
87,0.0007256595616127394
88,0.0007256595616646649
89,0.0007256595617171551
90,0.0007256595617702103
91,0.0007256595618238304
92,0.0007256595618780153
93,0.0007256595619327651
94,0.0007256595619880797
95,0.0007256595620439591
96,0.0007256595621004035
97,0.0007256595621574127
98,0.0007256595622149867
99,0.0007256595622731257
100,0.0007256595623318295
101,0.0007256595623910981
102,0.0007256595624509316
103,0.0007256595625113301
104,0.0007256595625722931
105,0.0007256595626338213
106,0.0007256595626959142
107,0.000725659562758572
108,0.0007256595628217947
109,0.0007256595628855822
110,0.0007256595629499346
111,0.0007256595630148519
112,0.000725659563080334
113,0.000725659563146381
114,0.0007256595632129928
115,0.0007256595632801694
116,0.000725659563347911
117,0.0007256595634162174
118,0.0007256595634850886
119,0.0007256595635545248
120,0.0007256595636245257
121,0.0007256595636950917
122,0.0007256595637662223
123,0.0007256595638379179
124,0.0007256595639101782
125,0.0007256595639830036
126,0.0007256595640563937
127,0.0007256595641303487
128,0.0007256595642048685
129,0.0007256595642799534
130,0.0007256595643556029
131,0.0007256595644318173
132,0.0007256595645085966
133,0.0007256595645859407
134,0.0007256595646638498
135,0.0007256595647423237
136,0.0007256595648213625
137,0.0007256595649009661
138,0.0007256595649811345
139,0.0007256595650618679
140,0.000725659565143166
141,0.000725659565225029
142,0.000725659565307457
143,0.0007256595653904497
144,0.0007256595654740073
145,0.0007256595655581298
146,0.0007256595656428171
147,0.0007256595657280693
148,0.0007256595658138863
149,0.0007256595659002683
150,0.0007256595659872151
151,0.0007256595660747267
152,0.0007256595661628033
153,0.0007256595662514445
154,0.0007256595663406508
155,0.0007256595664304219
156,0.0007256595665207578
157,0.0007256595666116587
158,0.0007256595667031243
159,0.0007256595667951549
160,0.0007256595668877503
161,0.0007256595669809105
162,0.0007256595670746355
163,0.0007256595671689255
164,0.0007256595672637804
165,0.0007256595673591999
166,0.0007256595674551844
167,0.000725659567551734
168,0.0007256595676488482
169,0.0007256595677465273
170,0.0007256595678447712
171,0.0007256595679435802
172,0.0007256595680429538
173,0.0007256595681428925
174,0.0007256595682433958
175,0.0007256595683444641
176,0.0007256595684460972
177,0.0007256595685482952
178,0.000725659568651058
179,0.0007256595687543857
180,0.0007256595688582784
181,0.0007256595689627358
182,0.0007256595690677581
183,0.0007256595691733452
184,0.0007256595692794973
185,0.0007256595693862142
186,0.0007256595694934959
187,0.0007256595696013425
188,0.000725659569709754
189,0.0007256595698187303
190,0.0007256595699282714
191,0.0007256595700383775
192,0.0007256595701490484
193,0.0007256595702602841
194,0.0007256595703720848
195,0.0007256595704844502
196,0.0007256595705973806
197,0.0007256595707108757
198,0.0007256595708249358
199,0.0007256595709395608
200,0.0007256595710547505
